FullSampleName,germplasmName,OrigKeyFile,OriginOfSample
TMS14F1205P0019:250302211,NA,NA,NA
TMS15F1233P0003:250465789,TMS15F1233P0003,cassavaGBSkey_20160607,IITA
TMS14F1169P0002:250301881,NA,NA,NA
2013_0069_46:250159507,TMS13F1069P0046,cassavaGBSkey_20160607,IITA
TMS15F1232P0001:250465784,TMS15F1232P0001,cassavaGBSkey_20160607,IITA
TMS15F1444P0005:250466854,TMS15F1444P0005,cassavaGBSkey_20160607,IITA
TMS14F1151P0006:250301798,TMS14F1151P0006,cassavaGBSkey_20160607,IITA
TMS15F1131P0002:250465329,TMS15F1131P0002,cassavaGBSkey_20160607,IITA
TMS15F1220P0007:250465702,TMS15F1220P0007,cassavaGBSkey_20160607,IITA
TMS15F1237P0001:250465803,TMS15F1237P0001,cassavaGBSkey_20160607,IITA
TMS15F1407P0001:250466703,TMS15F1407P0001,cassavaGBSkey_20160607,IITA
TMS14F1047P0010:250467018,TMS14F1047P0010,cassavaGBSkey_20160607,IITA
2013_0106_11:250159820,TMS13F1106P0011,cassavaGBSkey_20160607,IITA
TMS15F1233P0001:250465787,TMS15F1233P0001,cassavaGBSkey_20160607,IITA
TMS14F1181P0003:250302045,TMS14F1181P0003,cassavaGBSkey_20160607,IITA
TMS15F1471P0047:250482431,TMS15F1471P0047,cassavaGBSkey_20160607,IITA
TMS15F1242P0003:250465814,TMS15F1242P0003,cassavaGBSkey_20160607,IITA
TMS15F1362P0002:250466314,TMS15F1362P0002,cassavaGBSkey_20160607,IITA
TMS14F1171P0005:250301947,TMS14F1171P0005,cassavaGBSkey_20160607,IITA
TMS15F1424P0009:250466802,TMS15F1424P0009,cassavaGBSkey_20160607,IITA
TMS15F1471P0006:250482390,TMS15F1471P0006,cassavaGBSkey_20160607,IITA
TMS15F1471P0043:250482427,TMS15F1471P0043,cassavaGBSkey_20160607,IITA
TMS15F1471P0018:250482402,TMS15F1471P0018,cassavaGBSkey_20160607,IITA
TMS15F1413P0005:250466769,TMS15F1413P0005,cassavaGBSkey_20160607,IITA
TMS15F1077P0005:250465160,TMS15F1077P0005,cassavaGBSkey_20160607,IITA
TMS15F1110P0012:250465282,TMS15F1110P0012,cassavaGBSkey_20160607,IITA
TMS14F1177P0001:250302001,TMS14F1177P0001,cassavaGBSkey_20160607,IITA
TMS15F1241P0001:250465805,TMS15F1241P0001,cassavaGBSkey_20160607,IITA
TMS14F1091P0012:250466255,TMS14F1091P0012,cassavaGBSkey_20160607,IITA
TMS15F1220P0005:250465700,TMS15F1220P0005,cassavaGBSkey_20160607,IITA
2013_0204_5:250159892,TMS13F1204P0005,cassavaGBSkey_20160607,IITA
TMS15F1076P0007:250465156,TMS15F1076P0007,cassavaGBSkey_20160607,IITA
2013_0212_39:250159944,TMS13F1212P0039,cassavaGBSkey_20160607,IITA
TMS15F1369P0005:250466342,TMS15F1369P0005,cassavaGBSkey_20160607,IITA
TMS14F1106P0006:250466636,TMS14F1106P0006,cassavaGBSkey_20160607,IITA
TMS15F1405P0001:250466671,TMS15F1405P0001,cassavaGBSkey_20160607,IITA
TMS15F1210P0003:250465675,TMS15F1210P0003,cassavaGBSkey_20160607,IITA
TMS15F1409P0003:250466708,TMS15F1409P0003,cassavaGBSkey_20160607,IITA
TMS15F1471P0072:250482456,TMS15F1471P0072,cassavaGBSkey_20160607,IITA
TMS15F1335P0005:250467091,TMS15F1335P0005,cassavaGBSkey_20160607,IITA
TMS15F1471P0049:250482433,TMS15F1471P0049,cassavaGBSkey_20160607,IITA
TMS14F1181P0001:250302012,TMS14F1181P0001,cassavaGBSkey_20160607,IITA
TMS14F1181P0005:250302047,TMS14F1181P0005,cassavaGBSkey_20160607,IITA
2013_0101_8:250159806,TMS13F1101P0008,cassavaGBSkey_20160607,IITA
TMS15F1092P0015:250465192,TMS15F1092P0015,cassavaGBSkey_20160607,IITA
TMS14F1169P0006:250301885,NA,NA,NA
TMS15F1411P0017:250466725,TMS15F1411P0017,cassavaGBSkey_20160607,IITA
2013_0212_51:250159956,TMS13F1212P0051,cassavaGBSkey_20160607,IITA
TMS14F1181P0007:250302049,TMS14F1181P0007,cassavaGBSkey_20160607,IITA
TMS15F1361P0002:250466307,TMS15F1361P0002,cassavaGBSkey_20160607,IITA
2013_0106_15:250159824,TMS13F1106P0015,cassavaGBSkey_20160607,IITA
TMS15F1404P0003:250466662,TMS15F1404P0003,cassavaGBSkey_20160607,IITA
TMS15F1334P0007:250467082,TMS15F1334P0007,cassavaGBSkey_20160607,IITA
TMS15F1444P0003:250466852,TMS15F1444P0003,cassavaGBSkey_20160607,IITA
TMS15F1232P0003:250465786,TMS15F1232P0003,cassavaGBSkey_20160607,IITA
2013_0074_20:250159533,NA,NA,NA
TMS15F1444P0009:250466857,TMS15F1444P0009,cassavaGBSkey_20160607,IITA
2013_0087_2:250159576,TMS13F1087P0002,cassavaGBSkey_20160607,IITA
TMS15F1202P0001:250465651,TMS15F1202P0001,cassavaGBSkey_20160607,IITA
TMS15F1471P0074:250482458,TMS15F1471P0074,cassavaGBSkey_20160607,IITA
TMS14F1170P0003:250301925,TMS14F1170P0003,cassavaGBSkey_20160607,IITA
TMS15F1420P0009:250466789,TMS15F1420P0009,cassavaGBSkey_20160607,IITA
TMS15F1437P0003:250466833,TMS15F1437P0003,cassavaGBSkey_20160607,IITA
TMS14F1169P0012:250301922,NA,NA,NA
TMS14F1183P0003:250302057,TMS14F1183P0003,cassavaGBSkey_20160607,IITA
TMS15F1121P0039:250465311,TMS15F1121P0039,cassavaGBSkey_20160607,IITA
2013_0087_17:250159591,TMS13F1087P0017,cassavaGBSkey_20160607,IITA
2013_0108_1:250159837,TMS13F1108P0001,cassavaGBSkey_20160607,IITA
TMS15F1438P0001:250466836,TMS15F1438P0001,cassavaGBSkey_20160607,IITA
2013_0204_3:250159890,TMS13F1204P0003,cassavaGBSkey_20160607,IITA
TMS13F1034P0019:250302249,TMS13F1034P0019,cassavaGBSkey_20160607,IITA
TMS14F1171P0003:250301945,TMS14F1171P0003,cassavaGBSkey_20160607,IITA
TMS14F1210P0006:250302232,TMS14F1210P0006,cassavaGBSkey_20160607,IITA
TMS15F1119P0002:250465300,TMS15F1119P0002,cassavaGBSkey_20160607,IITA
TMS14F1180P0001:250302006,TMS14F1180P0001,cassavaGBSkey_20160607,IITA
TMS15F1471P0016:250482400,TMS15F1471P0016,cassavaGBSkey_20160607,IITA
TMS15F1406P0001:250466676,TMS15F1406P0001,cassavaGBSkey_20160607,IITA
2013_0069_44:250159504,TMS13F1069P0044,cassavaGBSkey_20160607,IITA
TMS15F1221P0003:250465707,TMS15F1221P0003,cassavaGBSkey_20160607,IITA
TMS15F1200P0001:250465640,TMS15F1200P0001,cassavaGBSkey_20160607,IITA
TMS15F1411P0013:250466722,TMS15F1411P0013,cassavaGBSkey_20160607,IITA
2013_0088_9:250159762,TMS13F1088P0009,cassavaGBSkey_20160607,IITA
TMS14F1183P0001:250302055,NA,NA,NA
TMS15F1403P0003:250466640,TMS15F1403P0003,cassavaGBSkey_20160607,IITA
2013_0087_19:250159593,TMS13F1087P0019,cassavaGBSkey_20160607,IITA
2013_0101_10:250159808,TMS13F1101P0010,cassavaGBSkey_20160607,IITA
TMS15F1241P0007:250465807,TMS15F1241P0007,cassavaGBSkey_20160607,IITA
2013_0107_6:250159831,TMS13F1107P0006,cassavaGBSkey_20160607,IITA
TMS15F1198P0006:250465630,TMS15F1198P0006,cassavaGBSkey_20160607,IITA
TMS15F1121P0037:250465309,TMS15F1121P0037,cassavaGBSkey_20160607,IITA
TMS14F1210P0004:250302230,TMS14F1210P0004,cassavaGBSkey_20160607,IITA
TMS14F1180P0005:250302010,TMS14F1180P0005,cassavaGBSkey_20160607,IITA
TMS15F1420P0011:250466791,TMS15F1420P0011,cassavaGBSkey_20160607,IITA
TMS15F1471P0020:250482404,TMS15F1471P0020,cassavaGBSkey_20160607,IITA
TMS15F1360P0002:250466305,TMS15F1360P0002,cassavaGBSkey_20160607,IITA
TMS14F1172P0001:250301957,TMS14F1172P0001,cassavaGBSkey_20160607,IITA
TMS15F1230P0003:250465780,TMS15F1230P0003,cassavaGBSkey_20160607,IITA
2013_0204_1:250159887,TMS13F1204P0001,cassavaGBSkey_20160607,IITA
TMS15F1411P0015:250466724,TMS15F1411P0015,cassavaGBSkey_20160607,IITA
TMS14F1182P0001:250302051,TMS14F1182P0001,cassavaGBSkey_20160607,IITA
TMS15F1221P0001:250465705,TMS15F1221P0001,cassavaGBSkey_20160607,IITA
TMS14F1180P0003:250302008,TMS14F1180P0003,cassavaGBSkey_20160607,IITA
TMS15F1201P0001:250465642,TMS15F1201P0001,cassavaGBSkey_20160607,IITA
2013_0074_22:250159535,TMS13F1074P0022,cassavaGBSkey_20160607,IITA
2013_0107_8:250159833,TMS13F1107P0008,cassavaGBSkey_20160607,IITA
2013_0093_11:250159775,TMS13F1093P0011,cassavaGBSkey_20160607,IITA
TMS14F1210P0002:250302228,NA,NA,NA
TMS15F1230P0001:250465778,TMS15F1230P0001,cassavaGBSkey_20160607,IITA
TMS15F1245P0001:250465828,TMS15F1245P0001,cassavaGBSkey_20160607,IITA
TMS15F1334P0009:250467085,TMS15F1334P0009,cassavaGBSkey_20160607,IITA
TMS15F1471P0022:250482406,TMS15F1471P0022,cassavaGBSkey_20160607,IITA
TMS15F1471P0078:250482462,TMS15F1471P0078,cassavaGBSkey_20160607,IITA
TMS14F1167P0006:250301879,NA,NA,NA
2013_0212_20:250159925,TMS13F1212P0020,cassavaGBSkey_20160607,IITA
TMS15F1104P0004:250465267,TMS15F1104P0004,cassavaGBSkey_20160607,IITA
TMS15F1471P0010:250482394,TMS15F1471P0010,cassavaGBSkey_20160607,IITA
TMS15F1424P0015:250466807,TMS15F1424P0015,cassavaGBSkey_20160607,IITA
TMS15F1471P0012:250482396,TMS15F1471P0012,cassavaGBSkey_20160607,IITA
TMS14F1196P0001:250302106,TMS14F1196P0001,cassavaGBSkey_20160607,IITA
2013_0083_9:250159560,TMS13F1083P0009,cassavaGBSkey_20160607,IITA
2013_0108_12:250159848,NA,NA,NA
2013_0095_10:250159785,TMS13F1095P0010,cassavaGBSkey_20160607,IITA
TMS14F1171P0001:250301943,TMS14F1171P0001,cassavaGBSkey_20160607,IITA
TMS14F1159P0008:250301842,TMS14F1159P0008,cassavaGBSkey_20160607,IITA
TMS15F1243P0001:250465816,TMS15F1243P0001,cassavaGBSkey_20160607,IITA
TMS15F1406P0026:250466697,TMS15F1406P0026,cassavaGBSkey_20160607,IITA
TMS15F1418P0001:250466778,TMS15F1418P0001,cassavaGBSkey_20160607,IITA
TMS14F1159P0006:250301840,TMS14F1159P0006,cassavaGBSkey_20160607,IITA
TMS15F1222P0001:250465708,TMS15F1222P0001,cassavaGBSkey_20160607,IITA
2013_0069_42:250159502,TMS13F1069P0042,cassavaGBSkey_20160607,IITA
2013_0212_16:250159921,TMS13F1212P0016,cassavaGBSkey_20160607,IITA
TMS14F1182P0003:250302053,NA,NA,NA
TMS15F1409P0001:250466705,TMS15F1409P0001,cassavaGBSkey_20160607,IITA
TMS15F1419P0001:250466779,TMS15F1419P0001,cassavaGBSkey_20160607,IITA
TMS15F1077P0009:250465161,TMS15F1077P0009,cassavaGBSkey_20160607,IITA
TMS15F1072P0019:250465130,TMS15F1072P0019,cassavaGBSkey_20160607,IITA
TMS15F1104P0002:250465266,TMS15F1104P0002,cassavaGBSkey_20160607,IITA
TMS14F1149P0002:250301790,TMS14F1149P0002,cassavaGBSkey_20160607,IITA
TMS14F1211P0002:250302237,NA,NA,NA
TMS14F1169P0004:250301883,NA,NA,NA
2013_0212_45:250159950,TMS13F1212P0045,cassavaGBSkey_20160607,IITA
TMS15F1471P0076:250482460,TMS15F1471P0076,cassavaGBSkey_20160607,IITA
TMS15F1079P0007:250465168,TMS15F1079P0007,cassavaGBSkey_20160607,IITA
TMS14F1170P0001:250301923,TMS14F1170P0001,cassavaGBSkey_20160607,IITA
TMS15F1111P0004:250465289,TMS15F1111P0004,cassavaGBSkey_20160607,IITA
TMS15F1444P0007:250466856,TMS15F1444P0007,cassavaGBSkey_20160607,IITA
TMS15F1244P0001:250465822,TMS15F1244P0001,cassavaGBSkey_20160607,IITA
TMS15F1404P0001:250466660,TMS15F1404P0001,cassavaGBSkey_20160607,IITA
2013_0106_13:250159822,TMS13F1106P0013,cassavaGBSkey_20160607,IITA
TMS15F1266P0004:250476628,TMS15F1266P0004,cassavaGBSkey_20160607,IITA
TMS14F1110P0015:250301412,TMS14F1110P0015,cassavaGBSkey_20160607,IITA
TMS15F1248P0012:250476618,TMS15F1248P0012,cassavaGBSkey_20160607,IITA
TMS14F1113P0001:250301449,NA,NA,NA
TMS14F1142P0003:250301695,NA,NA,NA
TMS15F1212P0008:250476552,TMS15F1212P0008,cassavaGBSkey_20160607,IITA
TMS14F1128P0008:250301582,TMS14F1128P0008,cassavaGBSkey_20160607,IITA
TMS14F1121P0005:250301500,TMS14F1121P0005,cassavaGBSkey_20160607,IITA
TMS14F1142P0013:250301706,TMS14F1142P0013,cassavaGBSkey_20160607,IITA
TMS14F1106P0012:250301354,NA,NA,NA
TMS14F1363P0002:250301595,TMS14F1363P0002,cassavaGBSkey_20160607,IITA
TMS14F1117P0002:250301467,TMS14F1117P0002,cassavaGBSkey_20160607,IITA
TMS14F1112P0003:250301430,TMS14F1112P0003,cassavaGBSkey_20160607,IITA
TMS14F1112P0019:250301447,TMS14F1112P0019,cassavaGBSkey_20160607,IITA
TMS15F1229P0002:250476562,TMS15F1229P0002,cassavaGBSkey_20160607,IITA
TMS14F1117P0018:250301483,TMS14F1117P0018,cassavaGBSkey_20160607,IITA
TMS14F1104P0006:250301336,TMS14F1104P0006,cassavaGBSkey_20160607,IITA
TMS15F1245P0008:250476613,TMS15F1245P0008,cassavaGBSkey_20160607,IITA
TMS15F1243P0003:250476593,TMS15F1243P0003,cassavaGBSkey_20160607,IITA
TMS14F1098P0012:250301286,TMS14F1098P0012,cassavaGBSkey_20160607,IITA
TMS14F1102P0002:250301328,TMS14F1102P0002,cassavaGBSkey_20160607,IITA
TMS14F1107P0001:250301357,TMS14F1107P0001,cassavaGBSkey_20160607,IITA
TMS14F1120P0005:250301493,TMS14F1120P0005,cassavaGBSkey_20160607,IITA
TMS14F1125P0015:250301567,TMS14F1125P0015,cassavaGBSkey_20160607,IITA
TMS14F1106P0003:250301345,TMS14F1106P0003,cassavaGBSkey_20160607,IITA
TMS14F1101P0004:250301319,NA,NA,NA
TMS15F1277P0001:250476635,TMS15F1277P0001,cassavaGBSkey_20160607,IITA
TMS13F1339P0009:250301719,TMS13F1339P0009,cassavaGBSkey_20160607,IITA
TMS14F1121P0004:250301499,TMS14F1121P0004,cassavaGBSkey_20160607,IITA
TMS14F1112P0012:250301439,TMS14F1112P0012,cassavaGBSkey_20160607,IITA
TMS14F1117P0009:250301474,TMS14F1117P0009,cassavaGBSkey_20160607,IITA
TMS14F1117P0011:250301476,TMS14F1117P0011,cassavaGBSkey_20160607,IITA
TMS14F1103P0001:250301330,TMS14F1103P0001,cassavaGBSkey_20160607,IITA
TMS14F1143P0002:250301715,TMS14F1143P0002,cassavaGBSkey_20160607,IITA
TMS14F1116P0003:250301462,TMS14F1116P0003,cassavaGBSkey_20160607,IITA
TMS13F1160P0008:250301720,TMS13F1160P0008,cassavaGBSkey_20160607,IITA
TMS14F1128P0010:250301584,NA,NA,NA
TMS14F1116P0004:250301463,TMS14F1116P0004,cassavaGBSkey_20160607,IITA
TMS14F1145P0015:250301738,TMS14F1145P0015,cassavaGBSkey_20160607,IITA
TMS15F1219P0003:250476557,TMS15F1219P0003,cassavaGBSkey_20160607,IITA
TMS14F1122P0004:250301541,TMS14F1122P0004,cassavaGBSkey_20160607,IITA
TMS15F1211P0003:250476548,TMS15F1211P0003,cassavaGBSkey_20160607,IITA
TMS14F1137P0003:250301669,TMS14F1137P0003,cassavaGBSkey_20160607,IITA
TMS14F1144P0001:250301716,TMS14F1144P0001,cassavaGBSkey_20160607,IITA
TMS14F1098P0011:250301285,TMS14F1098P0011,cassavaGBSkey_20160607,IITA
TMS15F1209P0004:250476543,TMS15F1209P0004,cassavaGBSkey_20160607,IITA
TMS14F1099P0008:250301299,TMS14F1099P0008,cassavaGBSkey_20160607,IITA
TMS14F1117P0001:250301466,TMS14F1117P0001,cassavaGBSkey_20160607,IITA
TMS14F1137P0002:250301668,TMS14F1137P0002,cassavaGBSkey_20160607,IITA
TMS14F1138P0001:250301670,TMS14F1138P0001,cassavaGBSkey_20160607,IITA
TMS14F1123P0001:250301545,NA,NA,NA
TMS14F1129P0001:250301600,TMS14F1129P0001,cassavaGBSkey_20160607,IITA
TMS14F1122P0003:250301540,TMS14F1122P0003,cassavaGBSkey_20160607,IITA
TMS15F1209P0005:250476544,TMS15F1209P0005,cassavaGBSkey_20160607,IITA
TMS14F1138P0002:250301671,TMS14F1138P0002,cassavaGBSkey_20160607,IITA
TMS15F1212P0009:250476553,TMS15F1212P0009,cassavaGBSkey_20160607,IITA
TMS15F1243P0030:250476609,TMS15F1243P0030,cassavaGBSkey_20160607,IITA
TMS15F1230P0028:250476575,TMS15F1230P0028,cassavaGBSkey_20160607,IITA
TMS14F1113P0002:250301450,TMS14F1113P0002,cassavaGBSkey_20160607,IITA
TMS14F1121P0006:250301501,NA,NA,NA
TMS14F1120P0006:250301494,TMS14F1120P0006,cassavaGBSkey_20160607,IITA
TMS15F1254P0002:250476624,TMS15F1254P0002,cassavaGBSkey_20160607,IITA
TMS14F1098P0013:250301287,TMS14F1098P0013,cassavaGBSkey_20160607,IITA
TMS14F1117P0017:250301482,TMS14F1117P0017,cassavaGBSkey_20160607,IITA
TMS14F1111P0005:250301422,TMS14F1111P0005,cassavaGBSkey_20160607,IITA
TMS14F1125P0007:250301559,TMS14F1125P0007,cassavaGBSkey_20160607,IITA
TMS14F1106P0011:250301353,TMS14F1106P0011,cassavaGBSkey_20160607,IITA
TMS14F1112P0004:250301431,TMS14F1112P0004,cassavaGBSkey_20160607,IITA
TMS15F1220P0011:250476560,TMS15F1220P0011,cassavaGBSkey_20160607,IITA
TMS14F1106P0009:250301351,TMS14F1106P0009,cassavaGBSkey_20160607,IITA
TMS14F1124P0006:250301551,TMS14F1124P0006,cassavaGBSkey_20160607,IITA
TMS15F1243P0028:250476608,TMS15F1243P0028,cassavaGBSkey_20160607,IITA
TMS13F1045P0019:250301325,TMS13F1045P0019,cassavaGBSkey_20160607,IITA
TMS14F1111P0003:250301420,TMS14F1111P0003,cassavaGBSkey_20160607,IITA
TMS14F1128P0002:250301576,TMS14F1128P0002,cassavaGBSkey_20160607,IITA
TMS13F1245P0011:250301323,TMS13F1245P0011,cassavaGBSkey_20160607,IITA
TMS14F1128P0001:250301575,TMS14F1128P0001,cassavaGBSkey_20160607,IITA
TMS14F1121P0003:250301498,TMS14F1121P0003,cassavaGBSkey_20160607,IITA
TMS14F1120P0004:250301492,TMS14F1120P0004,cassavaGBSkey_20160607,IITA
TMS14F1117P0020:250301485,TMS14F1117P0020,cassavaGBSkey_20160607,IITA
TMS14F1124P0007:250301552,NA,NA,NA
TMS14F1111P0004:250301421,TMS14F1111P0004,cassavaGBSkey_20160607,IITA
TMS14F1125P0006:250301558,TMS14F1125P0006,cassavaGBSkey_20160607,IITA
TMS15F1240P0001:250476577,TMS15F1240P0001,cassavaGBSkey_20160607,IITA
TMS14F1106P0013:250301355,TMS14F1106P0013,cassavaGBSkey_20160607,IITA
TMS14F1125P0004:250301556,TMS14F1125P0004,cassavaGBSkey_20160607,IITA
TMS14F1121P0002:250301497,TMS14F1121P0002,cassavaGBSkey_20160607,IITA
TMS14F1125P0005:250301557,TMS14F1125P0005,cassavaGBSkey_20160607,IITA
TMS14F1112P0002:250301429,TMS14F1112P0002,cassavaGBSkey_20160607,IITA
TMS14F1117P0019:250301484,TMS14F1117P0019,cassavaGBSkey_20160607,IITA
TMS15F1231P0001:250476576,TMS15F1231P0001,cassavaGBSkey_20160607,IITA
TMS15F1212P0007:250476551,TMS15F1212P0007,cassavaGBSkey_20160607,IITA
TMS14F1112P0001:250301428,TMS14F1112P0001,cassavaGBSkey_20160607,IITA
TMS15F1211P0008:250476550,TMS15F1211P0008,cassavaGBSkey_20160607,IITA
TMS13F1253P0011:250301326,TMS13F1253P0011,cassavaGBSkey_20160607,IITA
TMS15F1229P0017:250476570,TMS15F1229P0017,cassavaGBSkey_20160607,IITA
TMS14F1130P0009:250301613,TMS14F1130P0009,cassavaGBSkey_20160607,IITA
TMS14F1142P0001:250301693,TMS14F1142P0001,cassavaGBSkey_20160607,IITA
TMS14F1138P0003:250301672,TMS14F1138P0003,cassavaGBSkey_20160607,IITA
TMS14F1099P0003:250301294,TMS14F1099P0003,cassavaGBSkey_20160607,IITA
TMS14F1118P0002:250301487,TMS14F1118P0002,cassavaGBSkey_20160607,IITA
TMS15F1243P0020:250476603,TMS15F1243P0020,cassavaGBSkey_20160607,IITA
TMS14F1146P0003:250301741,TMS14F1146P0003,cassavaGBSkey_20160607,IITA
TMS14F1106P0010:250301352,TMS14F1106P0010,cassavaGBSkey_20160607,IITA
TMS14F1363P0004:250301597,TMS14F1363P0004,cassavaGBSkey_20160607,IITA
TMS15F1240P0006:250476580,TMS15F1240P0006,cassavaGBSkey_20160607,IITA
TMS14F1142P0015:250301708,TMS14F1142P0015,cassavaGBSkey_20160607,IITA
TMS14F1101P0002:250301317,TMS14F1101P0002,cassavaGBSkey_20160607,IITA
TMS14F1147P0005:250301752,TMS14F1147P0005,cassavaGBSkey_20160607,IITA
TMS15F1243P0010:250476596,TMS15F1243P0010,cassavaGBSkey_20160607,IITA
TMS14F1145P0001:250301724,TMS14F1145P0001,cassavaGBSkey_20160607,IITA
TMS14F1137P0001:250301667,TMS14F1137P0001,cassavaGBSkey_20160607,IITA
TMS15F1229P0008:250476566,TMS15F1229P0008,cassavaGBSkey_20160607,IITA
TMS14F1142P0005:250301697,TMS14F1142P0005,cassavaGBSkey_20160607,IITA
TMS15F1251P0001:250476623,TMS15F1251P0001,cassavaGBSkey_20160607,IITA
TMS14F1122P0005:250301542,TMS14F1122P0005,cassavaGBSkey_20160607,IITA
TMS14F1121P0007:250301502,TMS14F1121P0007,cassavaGBSkey_20160607,IITA
TMS14F1147P0001:250301748,TMS14F1147P0001,cassavaGBSkey_20160607,IITA
TMS14F1146P0007:250301745,TMS14F1146P0007,cassavaGBSkey_20160607,IITA
TMS14F1111P0006:250301423,TMS14F1111P0006,cassavaGBSkey_20160607,IITA
TMS14F1130P0001:250301605,TMS14F1130P0001,cassavaGBSkey_20160607,IITA
TMS14F1122P0001:250301538,TMS14F1122P0001,cassavaGBSkey_20160607,IITA
TMS15F1209P0006:250476545,TMS15F1209P0006,cassavaGBSkey_20160607,IITA
TMS14F1106P0008:250301350,TMS14F1106P0008,cassavaGBSkey_20160607,IITA
TMS14F1143P0001:250301714,TMS14F1143P0001,cassavaGBSkey_20160607,IITA
TMS14F1117P0016:250301481,TMS14F1117P0016,cassavaGBSkey_20160607,IITA
TMS15F1219P0002:250476556,TMS15F1219P0002,cassavaGBSkey_20160607,IITA
TMS14F1125P0008:250301560,TMS14F1125P0008,cassavaGBSkey_20160607,IITA
TMS14F1112P0008:250301435,TMS14F1112P0008,cassavaGBSkey_20160607,IITA
TMS14F1136P0003:250301666,TMS14F1136P0003,cassavaGBSkey_20160607,IITA
TMS14F1108P0002:250301363,TMS14F1108P0002,cassavaGBSkey_20160607,IITA
TMS13F1160P0007:250301723,TMS13F1160P0007,cassavaGBSkey_20160607,IITA
TMS14F1140P0001:250301679,TMS14F1140P0001,cassavaGBSkey_20160607,IITA
TMS14F1117P0012:250301477,TMS14F1117P0012,cassavaGBSkey_20160607,IITA
TMS14F1142P0019:250301712,TMS14F1142P0019,cassavaGBSkey_20160607,IITA
TMS13F1154P0010:250301590,TMS13F1154P0010,cassavaGBSkey_20160607,IITA
TMS14F1144P0003:250301718,TMS14F1144P0003,cassavaGBSkey_20160607,IITA
TMS14F1100P0004:250301305,TMS14F1100P0004,cassavaGBSkey_20160607,IITA
TMS15F1213P0001:250476554,TMS15F1213P0001,cassavaGBSkey_20160607,IITA
TMS15F1276P0004:250476633,TMS15F1276P0004,cassavaGBSkey_20160607,IITA
TMS14F1139P0001:250301676,TMS14F1139P0001,cassavaGBSkey_20160607,IITA
TMS14F1128P0006:250301580,TMS14F1128P0006,cassavaGBSkey_20160607,IITA
TMS14F1112P0010:250301437,TMS14F1112P0010,cassavaGBSkey_20160607,IITA
TMS14F1124P0001:250301546,TMS14F1124P0001,cassavaGBSkey_20160607,IITA
TMS14F1145P0013:250301736,TMS14F1145P0013,cassavaGBSkey_20160607,IITA
TMS14F1135P0005:250301663,TMS14F1135P0005,cassavaGBSkey_20160607,IITA
TMS14F1104P0008:250301338,NA,NA,NA
TMS14F1098P0009:250301283,NA,NA,NA
TMS15F1243P0024:250476604,TMS15F1243P0024,cassavaGBSkey_20160607,IITA
TMS15F1241P0004:250476582,TMS15F1241P0004,cassavaGBSkey_20160607,IITA
TMS14F1104P0010:250301340,TMS14F1104P0010,cassavaGBSkey_20160607,IITA
TMS14F1147P0009:250301756,TMS14F1147P0009,cassavaGBSkey_20160607,IITA
TMS14F1116P0002:250301461,TMS14F1116P0002,cassavaGBSkey_20160607,IITA
TMS14F1099P0007:250301298,TMS14F1099P0007,cassavaGBSkey_20160607,IITA
TMS15F1250P0012:250476622,TMS15F1250P0012,cassavaGBSkey_20160607,IITA
TMS14F1125P0012:250301564,TMS14F1125P0012,cassavaGBSkey_20160607,IITA
TMS15F1245P0018:250476616,TMS15F1245P0018,cassavaGBSkey_20160607,IITA
TMS14F1110P0016:250301413,TMS14F1110P0016,cassavaGBSkey_20160607,IITA
TMS14F1107P0004:250301360,TMS14F1107P0004,cassavaGBSkey_20160607,IITA
TMS14F1133P0003:250301623,TMS14F1133P0003,cassavaGBSkey_20160607,IITA
TMS14F1133P0001:250301621,TMS14F1133P0001,cassavaGBSkey_20160607,IITA
TMS14F1106P0002:250301344,TMS14F1106P0002,cassavaGBSkey_20160607,IITA
TMS15F1254P0006:250476626,TMS15F1254P0006,cassavaGBSkey_20160607,IITA
TMS15F1241P0016:250476587,TMS15F1241P0016,cassavaGBSkey_20160607,IITA
TMS14F1140P0009:250301687,TMS14F1140P0009,cassavaGBSkey_20160607,IITA
TMS14F1110P0002:250301368,TMS14F1110P0002,cassavaGBSkey_20160607,IITA
TMS13F1109P0007:250301722,TMS13F1109P0007,cassavaGBSkey_20160607,IITA
TMS15F1241P0014:250476586,TMS15F1241P0014,cassavaGBSkey_20160607,IITA
TMS15F1243P0004:250476594,TMS15F1243P0004,cassavaGBSkey_20160607,IITA
TMS14F1140P0007:250301685,TMS14F1140P0007,cassavaGBSkey_20160607,IITA
TMS14F1135P0003:250301630,TMS14F1135P0003,cassavaGBSkey_20160607,IITA
TMS14F1131P0001:250301615,TMS14F1131P0001,cassavaGBSkey_20160607,IITA
TMS14F1106P0004:250301346,TMS14F1106P0004,cassavaGBSkey_20160607,IITA
TMS14F1100P0012:250301313,NA,NA,NA
TMS13F1002P0006:250301588,TMS13F1002P0006,cassavaGBSkey_20160607,IITA
TMS14F1145P0011:250301734,TMS14F1145P0011,cassavaGBSkey_20160607,IITA
TMS14F1117P0010:250301475,TMS14F1117P0010,cassavaGBSkey_20160607,IITA
TMS14F1112P0020:250301448,TMS14F1112P0020,cassavaGBSkey_20160607,IITA
TMS14F1125P0014:250301566,TMS14F1125P0014,cassavaGBSkey_20160607,IITA
TMS15F1243P0018:250476601,TMS15F1243P0018,cassavaGBSkey_20160607,IITA
