FullSampleName,germplasmName,OrigKeyFile,OriginOfSample
F32P001:250589759,NA,NA,NA
TMS15F1117P0019:250475551,TMS15F1117P0019,cassavaGBSkey_20160607,IITA
TMS14F1042P0012:250302720,TMS14F1042P0012,cassavaGBSkey_20160607,IITA
2013_0332_2:250161075,TMS13F1332P0002,cassavaGBSkey_20160607,IITA
TMS14F1042P0013:250302721,NA,NA,NA
F78P006:250589916,NA,NA,NA
F93P002:250589945,NA,NA,NA
F44P001:250589802,NA,NA,NA
F31P001:250589743,NA,NA,NA
2013_0223_39:250160790,TMS13F1223P0039,cassavaGBSkey_20160607,IITA
TMS14F1026P0004:250302574,TMS14F1026P0004,cassavaGBSkey_20160607,IITA
F32P002:250589767,NA,NA,NA
TMS14F1008P0006:250302325,TMS14F1008P0006,cassavaGBSkey_20160607,IITA
2013_0241_16:250160823,TMS13F1241P0016,cassavaGBSkey_20160607,IITA
TMS14F1014P0013:250302390,TMS14F1014P0013,cassavaGBSkey_20160607,IITA
TMS14F1011P0002:250302344,TMS14F1011P0002,cassavaGBSkey_20160607,IITA
TMS15F1121P0029:250475555,TMS15F1121P0029,cassavaGBSkey_20160607,IITA
2013_0332_22:250161095,TMS13F1332P0022,cassavaGBSkey_20160607,IITA
F35P003:250589815,NA,NA,NA
F31P002:250589751,NA,NA,NA
2013_0244_12:250160846,TMS13F1244P0012,cassavaGBSkey_20160607,IITA
2013_0287_11:250160549,TMS13F1287P0011,cassavaGBSkey_20160607,IITA
TMS14F1014P0014:250302391,TMS14F1014P0014,cassavaGBSkey_20160607,IITA
F103P008:250589947,NA,NA,NA
TMS14F1027P0002:250302584,TMS14F1027P0002,cassavaGBSkey_20160607,IITA
F93P003:250589953,NA,NA,NA
2013_0329_2:250161058,TMS13F1329P0002,cassavaGBSkey_20160607,IITA
F90P002:250589921,NA,NA,NA
TMS14F1032P0003:250302618,TMS14F1032P0003,cassavaGBSkey_20160607,IITA
F90P001:250589913,NA,NA,NA
2013_0288_23:250160579,TMS13F1288P0023,cassavaGBSkey_20160607,IITA
TMS14F1019P0015:250302476,TMS14F1019P0015,cassavaGBSkey_20160607,IITA
2013_0329_1:250161057,TMS13F1329P0001,cassavaGBSkey_20160607,IITA
TMS14F1027P0001:250302583,TMS14F1027P0001,cassavaGBSkey_20160607,IITA
2013_0232_12:250160805,TMS13F1232P0012,cassavaGBSkey_20160607,IITA
TMS14F1008P0007:250302326,TMS14F1008P0007,cassavaGBSkey_20160607,IITA
2013_0241_15:250160822,TMS13F1241P0015,cassavaGBSkey_20160607,IITA
TMS15F1110P0007:250475543,TMS15F1110P0007,cassavaGBSkey_20160607,IITA
TMS14F1011P0003:250302345,TMS14F1011P0003,cassavaGBSkey_20160607,IITA
TMS14F1047P0002:250302740,TMS14F1047P0002,cassavaGBSkey_20160607,IITA
2013_0287_10:250160548,TMS13F1287P0010,cassavaGBSkey_20160607,IITA
2013_0244_11:250160845,TMS13F1244P0011,cassavaGBSkey_20160607,IITA
TMS14F1031P0004:250302612,TMS14F1031P0004,cassavaGBSkey_20160607,IITA
TMS14F1048P0001:250302751,TMS14F1048P0001,cassavaGBSkey_20160607,IITA
2013_0307_25:250161033,NA,NA,NA
TMS14F1036P0005:250302681,TMS14F1036P0005,cassavaGBSkey_20160607,IITA
2013_0212_75:250160646,NA,NA,NA
TMS14F1012P0009:250302358,TMS14F1012P0009,cassavaGBSkey_20160607,IITA
F33P001:250589783,NA,NA,NA
TMS15F1117P0021:250475552,TMS15F1117P0021,cassavaGBSkey_20160607,IITA
F30P002:250589735,NA,NA,NA
TMS14F1018P0006:250302461,TMS14F1018P0006,cassavaGBSkey_20160607,IITA
2013_0232_5:250160798,TMS13F1232P0005,cassavaGBSkey_20160607,IITA
TMS14F1045P0007:250302737,NA,NA,NA
2013_0332_31:250161104,TMS13F1332P0031,cassavaGBSkey_20160607,IITA
2013_0223_41:250160792,TMS13F1223P0041,cassavaGBSkey_20160607,IITA
TMS14F1017P0011:250302453,TMS14F1017P0011,cassavaGBSkey_20160607,IITA
TMS14F1033P0008:250302633,TMS14F1033P0008,cassavaGBSkey_20160607,IITA
TMS15F1128P0006:250475574,TMS15F1128P0006,cassavaGBSkey_20160607,IITA
TMS15F1132P0011:250475588,TMS15F1132P0011,cassavaGBSkey_20160607,IITA
2013_0288_22:250160578,TMS13F1288P0022,cassavaGBSkey_20160607,IITA
TMS14F1036P0003:250302679,TMS14F1036P0003,cassavaGBSkey_20160607,IITA
TMS15F1110P0006:250475542,TMS15F1110P0006,cassavaGBSkey_20160607,IITA
2013_0273_17:250160523,TMS13F1273P0017,cassavaGBSkey_20160607,IITA
TMS15F1129P0006:250475576,TMS15F1129P0006,cassavaGBSkey_20160607,IITA
2013_0288_13:250160569,TMS13F1288P0013,cassavaGBSkey_20160607,IITA
2013_0287_8:250160546,TMS13F1287P0008,cassavaGBSkey_20160607,IITA
TMS14F1012P0007:250302356,TMS14F1012P0007,cassavaGBSkey_20160607,IITA
2013_0245_14:250160861,TMS13F1245P0014,cassavaGBSkey_20160607,IITA
TMS14F1048P0002:250302752,TMS14F1048P0002,cassavaGBSkey_20160607,IITA
2013_0214_14:250160668,TMS13F1214P0014,cassavaGBSkey_20160607,IITA
2013_0332_21:250161094,TMS13F1332P0021,cassavaGBSkey_20160607,IITA
TMS14F1019P0006:250302467,TMS14F1019P0006,cassavaGBSkey_20160607,IITA
TMS14F1014P0004:250302381,TMS14F1014P0004,cassavaGBSkey_20160607,IITA
2013_0216_24:250160716,TMS13F1216P0024,cassavaGBSkey_20160607,IITA
F39P004:250589753,NA,NA,NA
2013_0223_30:250160781,TMS13F1223P0030,cassavaGBSkey_20160607,IITA
F99P003:250589882,NA,NA,NA
F21P002:250589733,NA,NA,NA
TMS14F1032P0004:250302619,TMS14F1032P0004,cassavaGBSkey_20160607,IITA
F72P001:250589756,NA,NA,NA
2013_0324_22:250161056,NA,NA,NA
2013_0212_77:250160648,TMS13F1212P0077,cassavaGBSkey_20160607,IITA
F78P013:250589877,NA,NA,NA
2013_0244_8:250160842,TMS13F1244P0008,cassavaGBSkey_20160607,IITA
2013_0273_19:250160525,NA,NA,NA
TMS15F1148P0007:250475616,TMS15F1148P0007,cassavaGBSkey_20160607,IITA
2013_0273_20:250160526,NA,NA,NA
2013_0214_3:250160656,TMS13F1214P0003,cassavaGBSkey_20160607,IITA
F74P002:250589796,NA,NA,NA
2013_0324_19:250161053,TMS13F1324P0019,cassavaGBSkey_20160607,IITA
2013_0324_20:250161054,TMS13F1324P0020,cassavaGBSkey_20160607,IITA
2013_0287_6:250160544,TMS13F1287P0006,cassavaGBSkey_20160607,IITA
2013_0241_25:250160832,TMS13F1241P0025,cassavaGBSkey_20160607,IITA
2013_0244_1:250160835,TMS13F1244P0001,cassavaGBSkey_20160607,IITA
2013_0214_16:250160670,TMS13F1214P0016,cassavaGBSkey_20160607,IITA
F86P004:250589952,NA,NA,NA
TMS14F1019P0013:250302474,TMS14F1019P0013,cassavaGBSkey_20160607,IITA
TMS14F1222P0003:250475528,TMS14F1222P0003,cassavaGBSkey_20160607,IITA
2013_0223_3:250160724,TMS13F1223P0003,cassavaGBSkey_20160607,IITA
TMS14F1042P0019:250302727,TMS14F1042P0019,cassavaGBSkey_20160607,IITA
TMS14F1031P0006:250302614,TMS14F1031P0006,cassavaGBSkey_20160607,IITA
TMS14F1019P0004:250302465,TMS14F1019P0004,cassavaGBSkey_20160607,IITA
2013_0223_38:250160789,TMS13F1223P0038,cassavaGBSkey_20160607,IITA
F43P001:250589794,NA,NA,NA
TMS14F1017P0008:250302449,TMS14F1017P0008,cassavaGBSkey_20160607,IITA
2013_0241_4:250160812,TMS13F1241P0004,cassavaGBSkey_20160607,IITA
2013_0214_23:250160677,TMS13F1214P0023,cassavaGBSkey_20160607,IITA
F37P002:250589776,NA,NA,NA
2013_0332_12:250161085,TMS13F1332P0012,cassavaGBSkey_20160607,IITA
F39P002:250589737,NA,NA,NA
TMS14F1023P0002:250302503,TMS14F1023P0002,cassavaGBSkey_20160607,IITA
F37P005:250589800,NA,NA,NA
2013_0288_4:250160560,TMS13F1288P0004,cassavaGBSkey_20160607,IITA
TMS14F1035P0007:250302644,TMS14F1035P0007,cassavaGBSkey_20160607,IITA
TMS14F1013P0005:250302374,TMS14F1013P0005,cassavaGBSkey_20160607,IITA
2013_0288_3:250160559,TMS13F1288P0003,cassavaGBSkey_20160607,IITA
2013_0244_3:250160837,TMS13F1244P0003,cassavaGBSkey_20160607,IITA
TMS14F1035P0006:250302643,TMS14F1035P0006,cassavaGBSkey_20160607,IITA
2013_0291_5:250160586,TMS13F1291P0005,cassavaGBSkey_20160607,IITA
TMS14F1047P0012:250302750,NA,NA,NA
TMS14F1012P0010:250302359,TMS14F1012P0010,cassavaGBSkey_20160607,IITA
TMS15F1127P0009:250475566,TMS15F1127P0009,cassavaGBSkey_20160607,IITA
TMS14F1038P0002:250302692,TMS14F1038P0002,cassavaGBSkey_20160607,IITA
TMS14F1013P0006:250302375,TMS14F1013P0006,cassavaGBSkey_20160607,IITA
F102P001:250589875,NA,NA,NA
TMS14F1035P0005:250302642,TMS14F1035P0005,cassavaGBSkey_20160607,IITA
TMS14F1176P0010:250475526,TMS14F1176P0010,cassavaGBSkey_20160607,IITA
TMS14F1042P0020:250302728,TMS14F1042P0020,cassavaGBSkey_20160607,IITA
F79P016:250589918,NA,NA,NA
2013_0291_3:250160584,TMS13F1291P0003,cassavaGBSkey_20160607,IITA
F79P017:250589926,NA,NA,NA
F37P001:250589768,NA,NA,NA
TMS14F1012P0011:250302360,TMS14F1012P0011,cassavaGBSkey_20160607,IITA
TMS14F1013P0008:250302377,TMS14F1013P0008,cassavaGBSkey_20160607,IITA
TMS14F1037P0001:250302688,TMS14F1037P0001,cassavaGBSkey_20160607,IITA
TMS14F1033P0010:250302635,NA,NA,NA
2013_0214_1:250160654,TMS13F1214P0001,cassavaGBSkey_20160607,IITA
F35P001:250589799,NA,NA,NA
TMS14F1047P0011:250302749,TMS14F1047P0011,cassavaGBSkey_20160607,IITA
2013_0241_24:250160831,TMS13F1241P0024,cassavaGBSkey_20160607,IITA
F75P003:250589820,NA,NA,NA
TMS14F1017P0009:250302450,TMS14F1017P0009,cassavaGBSkey_20160607,IITA
2013_0332_14:250161087,TMS13F1332P0014,cassavaGBSkey_20160607,IITA
F29P03:250589814,NA,NA,NA
TMS14F1014P0005:250302382,TMS14F1014P0005,cassavaGBSkey_20160607,IITA
2013_0223_4:250160725,TMS13F1223P0004,cassavaGBSkey_20160607,IITA
TMS14F1047P0009:250302747,TMS14F1047P0009,cassavaGBSkey_20160607,IITA
F79P014:250589902,NA,NA,NA
TMS14F1014P0006:250302383,TMS14F1014P0006,cassavaGBSkey_20160607,IITA
2013_0241_23:250160830,TMS13F1241P0023,cassavaGBSkey_20160607,IITA
TMS14F1032P0009:250302624,TMS14F1032P0009,cassavaGBSkey_20160607,IITA
F99P002:250589874,NA,NA,NA
F72P002:250589764,NA,NA,NA
2013_0241_6:250160814,TMS13F1241P0006,cassavaGBSkey_20160607,IITA
TMS14F1019P0007:250302468,TMS14F1019P0007,cassavaGBSkey_20160607,IITA
TMS14F1037P0003:250302690,TMS14F1037P0003,cassavaGBSkey_20160607,IITA
2013_0288_2:250160558,TMS13F1288P0002,cassavaGBSkey_20160607,IITA
TMS14F1037P0002:250302689,TMS14F1037P0002,cassavaGBSkey_20160607,IITA
TMS14F1013P0007:250302376,TMS14F1013P0007,cassavaGBSkey_20160607,IITA
2013_0241_7:250160815,TMS13F1241P0007,cassavaGBSkey_20160607,IITA
TMS14F1038P0001:250302691,TMS14F1038P0001,cassavaGBSkey_20160607,IITA
TMS14F1047P0010:250302748,TMS14F1047P0010,cassavaGBSkey_20160607,IITA
2013_0212_76:250160647,TMS13F1212P0076,cassavaGBSkey_20160607,IITA
2013_0307_10:250160606,TMS13F1307P0010,cassavaGBSkey_20160607,IITA
2013_0288_15:250160571,TMS13F1288P0015,cassavaGBSkey_20160607,IITA
TMS14F1035P0004:250302641,TMS14F1035P0004,cassavaGBSkey_20160607,IITA
2013_0216_26:250160718,TMS13F1216P0026,cassavaGBSkey_20160607,IITA
TMS14F1012P0008:250302357,TMS14F1012P0008,cassavaGBSkey_20160607,IITA
F79P015:250589910,NA,NA,NA
2013_0232_3:250160796,TMS13F1232P0003,cassavaGBSkey_20160607,IITA
F40P006:250589746,NA,NA,NA
2013_0223_5:250160726,TMS13F1223P0005,cassavaGBSkey_20160607,IITA
F99P001:250589866,NA,NA,NA
TMS14F1036P0004:250302680,TMS14F1036P0004,cassavaGBSkey_20160607,IITA
2013_0291_4:250160585,TMS13F1291P0004,cassavaGBSkey_20160607,IITA
2013_0245_16:250160863,TMS13F1245P0016,cassavaGBSkey_20160607,IITA
F72P003:250589772,NA,NA,NA
2013_0232_13:250160806,NA,NA,NA
TMS14F1024P0001:250302511,TMS14F1024P0001,cassavaGBSkey_20160607,IITA
TMS14F1050P0008:250302762,TMS14F1050P0008,cassavaGBSkey_20160607,IITA
2013_0307_8:250160604,TMS13F1307P0008,cassavaGBSkey_20160607,IITA
2013_0324_7:250161041,TMS13F1324P0007,cassavaGBSkey_20160607,IITA
2013_0332_7:250161080,TMS13F1332P0007,cassavaGBSkey_20160607,IITA
2013_0287_9:250160547,TMS13F1287P0009,cassavaGBSkey_20160607,IITA
2013_0245_17:250160864,TMS13F1245P0017,cassavaGBSkey_20160607,IITA
2013_0214_31:250160685,TMS13F1214P0031,cassavaGBSkey_20160607,IITA
F83P002:250589919,NA,NA,NA
TMS14F1036P0002:250302647,TMS14F1036P0002,cassavaGBSkey_20160607,IITA
TMS14F1019P0016:250302477,TMS14F1019P0016,cassavaGBSkey_20160607,IITA
TMS14F1025P0007:250302557,TMS14F1025P0007,cassavaGBSkey_20160607,IITA
2013_0223_11:250160732,TMS13F1223P0011,cassavaGBSkey_20160607,IITA
F101P001:250589867,NA,NA,NA
TMS15F1110P0010:250475544,TMS15F1110P0010,cassavaGBSkey_20160607,IITA
F37P006:250589808,NA,NA,NA
TMS14F1044P0002:250302730,TMS14F1044P0002,cassavaGBSkey_20160607,IITA
2013_0288_9:250160565,TMS13F1288P0009,cassavaGBSkey_20160607,IITA
TMS14F1045P0004:250302734,TMS14F1045P0004,cassavaGBSkey_20160607,IITA
TMS14F1020P0003:250302484,TMS14F1020P0003,cassavaGBSkey_20160607,IITA
TMS14F1022P0003:250302498,TMS14F1022P0003,cassavaGBSkey_20160607,IITA
2013_0324_14:250161048,TMS13F1324P0014,cassavaGBSkey_20160607,IITA
2013_0307_4:250160600,TMS13F1307P0004,cassavaGBSkey_20160607,IITA
TMS14F1018P0005:250302460,TMS14F1018P0005,cassavaGBSkey_20160607,IITA
TMS14F1017P0003:250302444,TMS14F1017P0003,cassavaGBSkey_20160607,IITA
2013_0223_33:250160783,TMS13F1223P0033,cassavaGBSkey_20160607,IITA
TMS15F1132P0012:250475589,TMS15F1132P0012,cassavaGBSkey_20160607,IITA
TMS14F1016P0001:250302429,TMS14F1016P0001,cassavaGBSkey_20160607,IITA
2013_0273_21:250160527,TMS13F1273P0021,cassavaGBSkey_20160607,IITA
TMS14F1008P0008:250302327,TMS14F1008P0008,cassavaGBSkey_20160607,IITA
2013_0307_17:250161025,TMS13F1307P0017,cassavaGBSkey_20160607,IITA
TMS14F1042P0002:250302710,TMS14F1042P0002,cassavaGBSkey_20160607,IITA
2013_0291_13:250160594,TMS13F1291P0013,cassavaGBSkey_20160607,IITA
2013_0332_43:250161116,TMS13F1332P0043,cassavaGBSkey_20160607,IITA
F99P004:250589890,NA,NA,NA
TMS14F1023P0003:250302504,TMS14F1023P0003,cassavaGBSkey_20160607,IITA
F86P005:250589865,NA,NA,NA
2013_0212_78:250160649,NA,NA,NA
F103P002:250589899,NA,NA,NA
TMS14F1018P0001:250302456,TMS14F1018P0001,cassavaGBSkey_20160607,IITA
2013_0324_18:250161052,NA,NA,NA
TMS14F1014P0003:250302380,TMS14F1014P0003,cassavaGBSkey_20160607,IITA
TMS14F1008P0004:250302322,NA,NA,NA
TMS15F1123P0002:250475559,TMS15F1123P0002,cassavaGBSkey_20160607,IITA
2013_0216_23:250160715,TMS13F1216P0023,cassavaGBSkey_20160607,IITA
2013_0223_15:250160736,TMS13F1223P0015,cassavaGBSkey_20160607,IITA
TMS14F1026P0005:250302575,TMS14F1026P0005,cassavaGBSkey_20160607,IITA
TMS14F1051P0006:250302772,TMS14F1051P0006,cassavaGBSkey_20160607,IITA
TMS14F1019P0012:250302473,TMS14F1019P0012,cassavaGBSkey_20160607,IITA
2013_0288_5:250160561,TMS13F1288P0005,cassavaGBSkey_20160607,IITA
TMS14F1014P0016:250302393,TMS14F1014P0016,cassavaGBSkey_20160607,IITA
TMS14F1017P0007:250302448,TMS14F1017P0007,cassavaGBSkey_20160607,IITA
TMS14F1030P0010:250302608,NA,NA,NA
F69P001:250589811,NA,NA,NA
F73P001:250589780,NA,NA,NA
F86P003:250589944,NA,NA,NA
F79P005:250589925,NA,NA,NA
TMS14F1045P0008:250302738,TMS14F1045P0008,cassavaGBSkey_20160607,IITA
TMS14F1030P0008:250302606,TMS14F1030P0008,cassavaGBSkey_20160607,IITA
TMS14F1012P0020:250302369,TMS14F1012P0020,cassavaGBSkey_20160607,IITA
F66P003:250589771,NA,NA,NA
TMS14F1042P0014:250302722,TMS14F1042P0014,cassavaGBSkey_20160607,IITA
TMS14F1008P0010:250302329,TMS14F1008P0010,cassavaGBSkey_20160607,IITA
TMS15F1102P0006:250475536,TMS15F1102P0006,cassavaGBSkey_20160607,IITA
TMS14F1047P0004:250302742,NA,NA,NA
2013_0286_2:250160530,TMS13F1286P0002,cassavaGBSkey_20160607,IITA
F82P005:250589903,NA,NA,NA
2013_0241_3:250160811,TMS13F1241P0003,cassavaGBSkey_20160607,IITA
2013_0332_47:250161120,NA,NA,NA
TMS14F1023P0007:250302508,TMS14F1023P0007,cassavaGBSkey_20160607,IITA
F32P003:250589775,NA,NA,NA
2013_0332_29:250161102,TMS13F1332P0029,cassavaGBSkey_20160607,IITA
2013_0241_14:250160821,TMS13F1241P0014,cassavaGBSkey_20160607,IITA
TMS14F1022P0005:250302500,NA,NA,NA
TMS14F1034P0002:250302637,TMS14F1034P0002,cassavaGBSkey_20160607,IITA
TMS14F1050P0010:250302764,TMS14F1050P0010,cassavaGBSkey_20160607,IITA
2013_0244_10:250160844,TMS13F1244P0010,cassavaGBSkey_20160607,IITA
TMS14F1012P0003:250302352,TMS14F1012P0003,cassavaGBSkey_20160607,IITA
TMS14F1019P0003:250302464,TMS14F1019P0003,cassavaGBSkey_20160607,IITA
TMS14F1026P0001:250302571,TMS14F1026P0001,cassavaGBSkey_20160607,IITA
TMS14F1030P0004:250302602,TMS14F1030P0004,cassavaGBSkey_20160607,IITA
2013_0332_19:250161092,TMS13F1332P0019,cassavaGBSkey_20160607,IITA
TMS14F1002P0003:250302310,TMS14F1002P0003,cassavaGBSkey_20160607,IITA
TMS15F1097P0002:250475530,TMS15F1097P0002,cassavaGBSkey_20160607,IITA
TMS14F1024P0005:250302515,TMS14F1024P0005,cassavaGBSkey_20160607,IITA
TMS14F1042P0010:250302718,TMS14F1042P0010,cassavaGBSkey_20160607,IITA
TMS14F1025P0003:250302553,TMS14F1025P0003,cassavaGBSkey_20160607,IITA
TMS14F1032P0002:250302617,TMS14F1032P0002,cassavaGBSkey_20160607,IITA
TMS14F1021P0001:250302495,TMS14F1021P0001,cassavaGBSkey_20160607,IITA
TMS14F1014P0012:250302389,TMS14F1014P0012,cassavaGBSkey_20160607,IITA
TMS15F1128P0002:250475571,TMS15F1128P0002,cassavaGBSkey_20160607,IITA
2013_0332_23:250161096,TMS13F1332P0023,cassavaGBSkey_20160607,IITA
2013_0287_5:250160543,TMS13F1287P0005,cassavaGBSkey_20160607,IITA
TMS14F1036P0009:250302685,TMS14F1036P0009,cassavaGBSkey_20160607,IITA
2013_0214_25:250160679,TMS13F1214P0025,cassavaGBSkey_20160607,IITA
F78P012:250589869,NA,NA,NA
TMS14F1001P0005:250302307,TMS14F1001P0005,cassavaGBSkey_20160607,IITA
TMS14F1016P0005:250302438,TMS14F1016P0005,cassavaGBSkey_20160607,IITA
F41P002:250589778,NA,NA,NA
2013_0307_15:250160611,TMS13F1307P0015,cassavaGBSkey_20160607,IITA
TMS14F1036P0011:250302687,TMS14F1036P0011,cassavaGBSkey_20160607,IITA
2013_0307_23:250161031,TMS13F1307P0023,cassavaGBSkey_20160607,IITA
2013_0214_5:250160659,TMS13F1214P0005,cassavaGBSkey_20160607,IITA
2013_0245_3:250160851,TMS13F1245P0003,cassavaGBSkey_20160607,IITA
2013_0216_1:250160693,TMS13F1216P0001,cassavaGBSkey_20160607,IITA
F45P001:250589826,NA,NA,NA
2013_0223_27:250160779,TMS13F1223P0027,cassavaGBSkey_20160607,IITA
2013_0223_42:250160793,NA,NA,NA
F79P012:250589886,NA,NA,NA
TMS14F1013P0001:250302370,TMS14F1013P0001,cassavaGBSkey_20160607,IITA
2013_0216_9:250160701,TMS13F1216P0009,cassavaGBSkey_20160607,IITA
TMS15F1119P0004:250475553,TMS15F1119P0004,cassavaGBSkey_20160607,IITA
F78P008:250589932,NA,NA,NA
2013_0332_3:250161076,TMS13F1332P0003,cassavaGBSkey_20160607,IITA
F78P010:250589948,NA,NA,NA
2013_0245_10:250160858,TMS13F1245P0010,cassavaGBSkey_20160607,IITA
TMS14F1008P0018:250302337,TMS14F1008P0018,cassavaGBSkey_20160607,IITA
TMS15F1143P0006:250475605,TMS15F1143P0006,cassavaGBSkey_20160607,IITA
2013_0307_2:250160598,TMS13F1307P0002,cassavaGBSkey_20160607,IITA
2013_0216_17:250160709,TMS13F1216P0017,cassavaGBSkey_20160607,IITA
TMS14F1031P0002:250302610,TMS14F1031P0002,cassavaGBSkey_20160607,IITA
TMS14F1012P0018:250302367,TMS14F1012P0018,cassavaGBSkey_20160607,IITA
2013_0214_12:250160666,TMS13F1214P0012,cassavaGBSkey_20160607,IITA
TMS15F1132P0002:250475585,TMS15F1132P0002,cassavaGBSkey_20160607,IITA
2013_0223_23:250160775,TMS13F1223P0023,cassavaGBSkey_20160607,IITA
2013_0329_8:250161064,TMS13F1329P0008,cassavaGBSkey_20160607,IITA
TMS14F1012P0016:250302365,TMS14F1012P0016,cassavaGBSkey_20160607,IITA
TMS14F1025P0015:250302570,TMS14F1025P0015,cassavaGBSkey_20160607,IITA
F40P002:250589809,NA,NA,NA
TMS15F1143P0004:250475603,TMS15F1143P0004,cassavaGBSkey_20160607,IITA
2013_0273_13:250160519,TMS13F1273P0013,cassavaGBSkey_20160607,IITA
2013_0288_24:250160580,TMS13F1288P0024,cassavaGBSkey_20160607,IITA
TMS14F1028P0001:250302594,TMS14F1028P0001,cassavaGBSkey_20160607,IITA
TMS14F1020P0011:250302492,TMS14F1020P0011,cassavaGBSkey_20160607,IITA
2013_0332_33:250161106,TMS13F1332P0033,cassavaGBSkey_20160607,IITA
2013_0329_6:250161062,TMS13F1329P0006,cassavaGBSkey_20160607,IITA
2013_0287_15:250160553,TMS13F1287P0015,cassavaGBSkey_20160607,IITA
TMS14F1008P0016:250302335,TMS14F1008P0016,cassavaGBSkey_20160607,IITA
2013_0223_25:250160777,TMS13F1223P0025,cassavaGBSkey_20160607,IITA
2013_0286_8:250160535,TMS13F1286P0008,cassavaGBSkey_20160607,IITA
F26P001:250589742,NA,NA,NA
TMS15F1144P0006:250475611,TMS15F1144P0006,cassavaGBSkey_20160607,IITA
TMS14F1191P0001:250475527,TMS14F1191P0001,cassavaGBSkey_20160607,IITA
2013_0214_7:250160661,TMS13F1214P0007,cassavaGBSkey_20160607,IITA
F42P001:250589786,NA,NA,NA
F68P002:250589803,NA,NA,NA
TMS14F1027P0003:250302585,TMS14F1027P0003,cassavaGBSkey_20160607,IITA
2013_0273_11:250160517,TMS13F1273P0011,cassavaGBSkey_20160607,IITA
2013_0307_21:250161029,TMS13F1307P0021,cassavaGBSkey_20160607,IITA
TMS14F1003P0001:250302312,TMS14F1003P0001,cassavaGBSkey_20160607,IITA
F82P003:250589887,NA,NA,NA
TMS14F1029P0001:250302597,NA,NA,NA
2013_0329_4:250161060,TMS13F1329P0004,cassavaGBSkey_20160607,IITA
F39P008:250589785,NA,NA,NA
2013_0214_10:250160664,TMS13F1214P0010,cassavaGBSkey_20160607,IITA
TMS14F1025P0013:250302568,TMS14F1025P0013,cassavaGBSkey_20160607,IITA
TMS14F1023P0009:250302510,TMS14F1023P0009,cassavaGBSkey_20160607,IITA
TMS14F1011P0001:250302343,TMS14F1011P0001,cassavaGBSkey_20160607,IITA
2013_0329_11:250161067,TMS13F1329P0011,cassavaGBSkey_20160607,IITA
TMS14F1020P0013:250302494,TMS14F1020P0013,cassavaGBSkey_20160607,IITA
2013_0332_35:250161108,TMS13F1332P0035,cassavaGBSkey_20160607,IITA
F28P004:250589782,NA,NA,NA
F84P004:250589880,NA,NA,NA
2013_0216_15:250160707,TMS13F1216P0015,cassavaGBSkey_20160607,IITA
F81P001:250589942,NA,NA,NA
F36P001:250589752,NA,NA,NA
F78P002:250589884,NA,NA,NA
TMS14F1030P0002:250302600,TMS14F1030P0002,cassavaGBSkey_20160607,IITA
2013_0214_9:250160663,TMS13F1214P0009,cassavaGBSkey_20160607,IITA
TMS14F1002P0001:250302308,TMS14F1002P0001,cassavaGBSkey_20160607,IITA
2013_0287_1:250160539,TMS13F1287P0001,cassavaGBSkey_20160607,IITA
2013_0287_13:250160551,TMS13F1287P0013,cassavaGBSkey_20160607,IITA
TMS14F1019P0020:250302481,TMS14F1019P0020,cassavaGBSkey_20160607,IITA
TMS14F1028P0003:250302596,TMS14F1028P0003,cassavaGBSkey_20160607,IITA
2013_0332_25:250161098,TMS13F1332P0025,cassavaGBSkey_20160607,IITA
2013_0244_14:250160848,TMS13F1244P0014,cassavaGBSkey_20160607,IITA
TMS15F1111P0008:250475546,TMS15F1111P0008,cassavaGBSkey_20160607,IITA
F24P006:250589813,NA,NA,NA
F100P001:250589914,NA,NA,NA
TMS15F1107P0002:250475539,TMS15F1107P0002,cassavaGBSkey_20160607,IITA
2013_0214_29:250160683,TMS13F1214P0029,cassavaGBSkey_20160607,IITA
F100P003:250589930,NA,NA,NA
2013_0332_39:250161112,TMS13F1332P0039,cassavaGBSkey_20160607,IITA
F85P001:250589920,NA,NA,NA
TMS14F1042P0006:250302714,TMS14F1042P0006,cassavaGBSkey_20160607,IITA
TMS14F1024P0009:250302519,TMS14F1024P0009,cassavaGBSkey_20160607,IITA
TMS15F1151P0006:250475621,TMS15F1151P0006,cassavaGBSkey_20160607,IITA
F88P002:250589889,NA,NA,NA
TMS14F1020P0007:250302488,TMS14F1020P0007,cassavaGBSkey_20160607,IITA
TMS14F1008P0012:250302331,TMS14F1008P0012,cassavaGBSkey_20160607,IITA
TMS15F1144P0002:250475601,TMS15F1144P0002,cassavaGBSkey_20160607,IITA
2013_0329_17:250161073,TMS13F1329P0017,cassavaGBSkey_20160607,IITA
TMS14F1041P0004:250302704,TMS14F1041P0004,cassavaGBSkey_20160607,IITA
TMS14F1051P0004:250302770,TMS14F1051P0004,cassavaGBSkey_20160607,IITA
TMS14F1026P0011:250302582,NA,NA,NA
TMS15F1130P0004:250475580,TMS15F1130P0004,cassavaGBSkey_20160607,IITA
TMS14F1027P0005:250302587,TMS14F1027P0005,cassavaGBSkey_20160607,IITA
F84P002:250589864,NA,NA,NA
2013_0245_7:250160855,TMS13F1245P0007,cassavaGBSkey_20160607,IITA
2013_0216_11:250160703,TMS13F1216P0011,cassavaGBSkey_20160607,IITA
2013_0214_35:250160689,TMS13F1214P0035,cassavaGBSkey_20160607,IITA
