"programName","locationName","studyYear","studyName","studyDesign","MaxNOHAV"
"IITA","Ibadan",2009,"09uyt30sgIB","RCBD",12
"IITA","Ikenne",2009,"09uyt14yrtpd1IK","RCBD",16
"IITA","Ikenne",2009,"09uyt16yrt5IK","RCBD",16
"IITA","Ikenne",2009,"09uyt16yrtpd2IK","RCBD",16
"IITA","Ikenne",2009,"09uyt20yrt4IK","RCBD",16
"IITA","Ikenne",2009,"09uyt21yrt6IK","RCBD",16
"IITA","Mokwa",2009,"09pyt85yrtMK","RCBD",10
"IITA","Mokwa",2009,"09uyt16yrt5MK","RCBD",NA
"IITA","Mokwa",2009,"09uyt16yrtpd2MK","RCBD",16
"IITA","Mokwa",2009,"09uyt19yrt6MK","RCBD",15
"IITA","Mokwa",2009,"09uyt20yrt4MK","RCBD",16
"IITA","Mokwa",2009,"09uyt22ICTMK","RCBD",14
"IITA","Mokwa",2009,"09uyt30sgMK","RCBD",16
"IITA","Mokwa",2009,"09uyt9yrtpd1MK","RCBD",10
"IITA","Namulonge",2009,"09AYT08SetDyrtNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetAwhtflshNM","RCBD",11
"IITA","Namulonge",2009,"09AYT12SetBwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetByrtNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetCwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetCyrtNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetDwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetEwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetFwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetGwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetHwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetIwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetJwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetKwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetLwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetMwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetNwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetOwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetPwhtflshNM","RCBD",9
"IITA","Namulonge",2009,"09AYT12SetQwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetRwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetSwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09AYT12SetTwhtflshNM","RCBD",7
"IITA","Namulonge",2009,"09AYT12SetUwhtflshNM","RCBD",8
"IITA","Namulonge",2009,"09CET155NM","Augmented",8
"IITA","Serere",2009,"09AYT10SetIwhtflshSR","RCBD",8
"IITA","Serere",2009,"09AYT12SetAwhtflshSR","RCBD",10
"IITA","Serere",2009,"09AYT12SetAyrtNM","RCBD",8
"IITA","Serere",2009,"09AYT12SetAyrtSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetBwhtflshSR","RCBD",12
"IITA","Serere",2009,"09AYT12SetByrtSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetCwhtflshSR","RCBD",11
"IITA","Serere",2009,"09AYT12SetDwhtflshSR","RCBD",12
"IITA","Serere",2009,"09AYT12SetEwhtflshSR","RCBD",10
"IITA","Serere",2009,"09AYT12SetFwhtflshSR","RCBD",10
"IITA","Serere",2009,"09AYT12SetGwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetHwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetJwhtflshSR","RCBD",11
"IITA","Serere",2009,"09AYT12SetKwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetLwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetMwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetNwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetOwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetPwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetQwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetRwhtflshSR","RCBD",9
"IITA","Serere",2009,"09AYT12SetSwhtflshSR","RCBD",8
"IITA","Serere",2009,"09AYT12SetTwhtflshSR","RCBD",8
"IITA","Serere",2009,"09AYT14SetCyrtSR","RCBD",9
"IITA","Serere",2009,"09CET423SR","Augmented",5
"IITA","Serere",2009,"09PYT57SR","RCBD",9
"IITA","Serere",2009,"09PYT67SR","RCBD",9
"IITA","Serere",2009,"09PYT75SR","RCBD",9
"IITA","Ubiaja",2009,"09ayt51yrtIB","RCBD",10
"IITA","Ubiaja",2009,"09geneticgainUB","RCBD",5
"IITA","Ubiaja",2009,"09uyt12yrtpd1Ubi","RCBD",16
"IITA","Ubiaja",2009,"09uyt14yrt7Ubi","RCBD",15
"IITA","Ubiaja",2009,"09uyt15yrtpd2Ubi","RCBD",16
"IITA","Ubiaja",2009,"09uyt16yrt5Ubi","RCBD",16
"IITA","Ubiaja",2009,"09uyt20MPRUbi","RCBD",16
"IITA","Ubiaja",2009,"09uyt20wrtUB","CRD",16
"IITA","Ubiaja",2009,"09uyt20yrt4Ubi","RCBD",16
"IITA","Ubiaja",2009,"09uyt21yrt6Ubi","RCBD",16
"IITA","Ubiaja",2009,"09uyt22ICTUbi","RCBD",16
"IITA","Zaria",2009,"09ayt20yrtZA","RCBD",10
"IITA","Zaria",2009,"09uyt12yrtpd2ZA","RCBD",16
"IITA","Zaria",2009,"09uyt16yrt5ZA","RCBD",16
"IITA","Zaria",2009,"09uyt18yrt6ZA","RCBD",16
"IITA","Zaria",2009,"09uyt20yrt4ZA","RCBD",16
"IITA","Zaria",2009,"09uyt22ICTZA","RCBD",16
"IITA","Zaria",2009,"09uyt30sgZA","RCBD",16
"IITA","Zaria",2009,"09uyt9yrtpd1ZA","RCBD",12
"IITA","Ibadan",2010,"10ClonalEvalyrtIB","Augmented",5
"IITA","Ibadan",2010,"10ayt19yrtIB","RCBD",10
"IITA","Ibadan",2010,"10ayt30yrtIB","RCBD",10
"IITA","Ibadan",2010,"10ayt54yrtIB","RCBD",10
"IITA","Ibadan",2010,"10ayt82yrtIB","RCBD",10
"IITA","Ibadan",2010,"10ayt96yrtIB","RCBD",10
"IITA","Ibadan",2010,"10clonalevalwhtrtIB","Augmented",5
"IITA","Ibadan",2010,"10pyt21EarlyBulkyIB","RCBD",10
"IITA","Ibadan",2010,"10pyt59yrtIB","RCBD",5
"IITA","Ibadan",2010,"10pyt83pdIB","RCBD",20
"IITA","Ibadan",2010,"10uyt11HighProteinIB","RCBD",20
"IITA","Ibadan",2010,"10uyt14yrt7IB","RCBD",16
"IITA","Ibadan",2010,"10uyt14yrt8IB","RCBD",16
"IITA","Ibadan",2010,"10uyt14yrtpd1IB","RCBD",16
"IITA","Ibadan",2010,"10uyt16yrt5IB","RCBD",16
"IITA","Ibadan",2010,"10uyt16yrtpd2IB","RCBD",16
"IITA","Ibadan",2010,"10uyt20mprIB","RCBD",16
"IITA","Ibadan",2010,"10uyt20yrt4IB","RCBD",16
"IITA","Ibadan",2010,"10uyt21yrt6IB","RCBD",16
"IITA","Ibadan",2010,"10uyt22ictIB","RCBD",16
"IITA","Ibadan",2010,"10uyt25HighDryMatterIB","RCBD",19
"IITA","Ibadan",2010,"10uyt26newsgIB","RCBD",16
"IITA","Ibadan",2010,"10uyt27yrt9Ib","RCBD",20
"IITA","Ibadan",2010,"10uyt30sgIB","RCBD",16
"IITA","Ikenne",2010,"10uyt14yrt7IK","RCBD",20
"IITA","Ikenne",2010,"10uyt14yrtpd1IK","RCBD",16
"IITA","Ikenne",2010,"10uyt16yrt5IK","RCBD",16
"IITA","Ikenne",2010,"10uyt16yrtpd2IK","RCBD",16
"IITA","Ikenne",2010,"10uyt20yrt4IK","RCBD",16
"IITA","Ikenne",2010,"10uyt21yrt6IK","RCBD",16
"IITA","Ilorin",2010,"10uyt22ICTShgaIlorin","RCBD",16
"IITA","Mokwa",2010,"10geneticgainMK","RCBD",5
"IITA","Mokwa",2010,"10uyt14yrt7MK","RCBD",20
"IITA","Mokwa",2010,"10uyt14yrtpd1MK","RCBD",16
"IITA","Mokwa",2010,"10uyt16yrt5MK","RCBD",16
"IITA","Mokwa",2010,"10uyt16yrtpd2MK","RCBD",16
"IITA","Mokwa",2010,"10uyt20yrt4MK","RCBD",16
"IITA","Mokwa",2010,"10uyt21yrt6MK","RCBD",16
"IITA","Mokwa",2010,"10uyt22ictMK","RCBD",16
"IITA","Mokwa",2010,"10uyt30sgMK","RCBD",16
"IITA","Naliendele",2010,"09uyt51NDL","RCBD",20
"IITA","Namulonge",2010,"10CET177NM","Augmented",15
"IITA","Namulonge",2010,"10CET249NM","Augmented",19
"IITA","Namulonge",2010,"10PYT19NM","RCBD",15
"IITA","Namulonge",2010,"10PYT20NM","RCBD",15
"IITA","Namulonge",2010,"10UYT11NM","RCBD",42
"IITA","Namulonge",2010,"10UYT11yrtNM","RCBD",28
"IITA","Namulonge",2010,"10UYT13whtflshNM","RCBD",30
"IITA","Serere",2010,"10AYT30SR","RCBD",12
"IITA","Serere",2010,"10CET178SR","Augmented",10
"IITA","Serere",2010,"10PYT100SR","RCBD",7
"IITA","Serere",2010,"10UYT09yrtSR","RCBD",30
"IITA","Serere",2010,"10UYT29whtflshSR","RCBD",30
"IITA","Ubiaja",2010,"10geneticgainUB","RCBD",5
"IITA","Ubiaja",2010,"10uyt11yrtpd1Ubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt14yrt7Ubi","RCBD",20
"IITA","Ubiaja",2010,"10uyt14yrt8Ubi","RCBD",20
"IITA","Ubiaja",2010,"10uyt15yrtpd2Ubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt16yrt5Ubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt19EMSubi","RCBD",20
"IITA","Ubiaja",2010,"10uyt20mprubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt20yrt4Ubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt21yrt6Ubi","RCBD",16
"IITA","Ubiaja",2010,"10uyt22ictUbi","RCBD",16
"IITA","Warri",2010,"10uyt14yrt7WR","RCBD",20
"IITA","Warri",2010,"10uyt22ictWR","RCBD",16
"IITA","Zaria",2010,"10ayt116whtrtIB","RCBD",10
"IITA","Zaria",2010,"10ayt49whtrtIB","RCBD",10
"IITA","Zaria",2010,"10clonalevalZA","Augmented",5
"IITA","Zaria",2010,"10uyt13yrtpd1ZA","RCBD",15
"IITA","Zaria",2010,"10uyt14yrt7ZA","RCBD",19
"IITA","Zaria",2010,"10uyt15yrtpd2ZA","RCBD",16
"IITA","Zaria",2010,"10uyt16yrt5ZA","RCBD",16
"IITA","Zaria",2010,"10uyt18yrt6ZA","RCBD",16
"IITA","Zaria",2010,"10uyt20yrt4ZA","RCBD",16
"IITA","Zaria",2010,"10uyt22ictZA","RCBD",16
"IITA","Zaria",2010,"10uyt30sgZA","RCBD",12
"IITA","Ibadan",2011,"11GeneticGainIB","Augmented",4
"IITA","Ibadan",2011,"11NCRP14IB","RCBD",15
"IITA","Ibadan",2011,"11ayt14yrt8IB","RCBD",10
"IITA","Ibadan",2011,"11ayt17highproteinIB","RCBD",9
"IITA","Ibadan",2011,"11ayt25HighDrymatterIB","RCBD",10
"IITA","Ibadan",2011,"11ayt27yrt9IB","RCBD",10
"IITA","Ibadan",2011,"11ayt32whtrtIB","RCBD",9
"IITA","Ibadan",2011,"11ayt33ictIB","RCBD",10
"IITA","Ibadan",2011,"11ayt36yrt10IB","RCBD",9
"IITA","Ibadan",2011,"11ayt37mixyrt11IB","RCBD",10
"IITA","Ibadan",2011,"11ayt38yrt11IB","RCBD",10
"IITA","Ibadan",2011,"11ayt39yrt12IB","RCBD",10
"IITA","Ibadan",2011,"11ayt70whtrtIB","RCBD",NA
"IITA","Ibadan",2011,"11ayt86yrtIB","RCBD",10
"IITA","Ibadan",2011,"11pyt124yrtIB","RCBD",10
"IITA","Ibadan",2011,"11pyt13whtrtIB","RCBD",9
"IITA","Ibadan",2011,"11pyt211poundableIB","RCBD",10
"IITA","Ibadan",2011,"11pyt21EarlyBulkyIB","RCBD",10
"IITA","Ibadan",2011,"11pyt35ppdIB","RCBD",6
"IITA","Ibadan",2011,"11pyt46whtrtIB","RCBD",4
"IITA","Ibadan",2011,"11uyt14yrt7IB","RCBD",16
"IITA","Ibadan",2011,"11uyt14yrt7MK","RCBD",16
"IITA","Ibadan",2011,"11uyt25sgIB","RCBD",16
"IITA","Ibadan",2011,"11uyt26NewsgIB","RCBD",16
"IITA","Ikenne",2011,"11ayt14yrt8Ik","RCBD",10
"IITA","Ikenne",2011,"11ayt27yrt9Ik","RCBD",10
"IITA","Ikenne",2011,"11ayt33ictIk","RCBD",10
"IITA","Ikenne",2011,"11uyt14yrt7Ik","RCBD",20
"IITA","Ilorin",2011,"11ayt14yrt8IL","RCBD",10
"IITA","Ilorin",2011,"11ayt27yrt9IL","RCBD",10
"IITA","Ilorin",2011,"11ayt33ictIL","RCBD",10
"IITA","Mokwa",2011,"11NCRP14MK","RCBD",15
"IITA","Mokwa",2011,"11ayt14yrt8MK","RCBD",10
"IITA","Mokwa",2011,"11ayt17HighProteinMK","RCBD",10
"IITA","Mokwa",2011,"11ayt25HighDmMK","RCBD",10
"IITA","Mokwa",2011,"11ayt27yrt9MK","RCBD",10
"IITA","Mokwa",2011,"11ayt33ictMK","RCBD",10
"IITA","Namulonge",2011,"11AYT44NM","RCBD",5
"IITA","Namulonge",2011,"11CET154NM","Augmented",14
"IITA","Namulonge",2011,"11PYT39NM","RCBD",5
"IITA","Namulonge",2011,"11UYT09yrtNM","RCBD",20
"IITA","Namulonge",2011,"11UYT17whtflshNM","RCBD",20
"IITA","Serere",2011,"11AYT43SR","RCBD",9
"IITA","Serere",2011,"11CET99SR","Augmented",5
"IITA","Serere",2011,"11PYT23SR","RCBD",5
"IITA","Serere",2011,"11UYT06yrtSR","RCBD",20
"IITA","Serere",2011,"11UYT21whtflshSR","RCBD",20
"IITA","Ubiaja",2011,"11ayt14yrt8UB","RCBD",10
"IITA","Ubiaja",2011,"11ayt27yrt9UB","RCBD",10
"IITA","Ubiaja",2011,"11ayt33ictUB","RCBD",10
"IITA","Ubiaja",2011,"11ayt36yr10UB","RCBD",9
"IITA","Ubiaja",2011,"11ayt38yrt11UB","RCBD",10
"IITA","Ubiaja",2011,"11uyt14yrt7UB","RCBD",20
"IITA","Warri",2011,"11ayt11HighProteinWR","RCBD",5
"IITA","Warri",2011,"11ayt14yrt8WR","RCBD",4
"IITA","Warri",2011,"11ayt25HighDmWR","RCBD",7
"IITA","Warri",2011,"11ayt27yrt9WR","RCBD",10
"IITA","Warri",2011,"11ayt33ictWR","RCBD",6
"IITA","Warri",2011,"11uyt14yrt7WR","RCBD",15
"IITA","Zaria",2011,"11ClonalEvalZA","Augmented",NA
"IITA","Zaria",2011,"11ayt14yrt8Za","RCBD",10
"IITA","Zaria",2011,"11ayt27yrt9Za","RCBD",10
"IITA","Zaria",2011,"11ayt33ictZa","RCBD",10
"IITA","Zaria",2011,"11pyt25whtrtZa","RCBD",8
"IITA","Zaria",2011,"11pyt29yrtZa","RCBD",8
"IITA","Zaria",2011,"11uyt14yrt7Za","RCBD",20
"IITA","Abuja",2012,"12ayt30AB","RCBD",10
"IITA","Abuja",2012,"12uyt24highstarchsetBAB","RCBD",NA
"IITA","Abuja",2012,"12uyt24highstarchsetBAB2","RCBD",NA
"IITA","Abuja",2012,"12uyt24highstarchsetBAB3","RCBD",NA
"IITA","Abuja",2012,"12uyt26highstarchsetAAB","RCBD",NA
"IITA","Abuja",2012,"12uyt26highstarchsetAAB2","RCBD",NA
"IITA","Abuja",2012,"12uyt26highstarchsetAAB3","RCBD",NA
"IITA","Akure",2012,"12uyt21highstarchsetBAK","RCBD",16
"IITA","Akure",2012,"12uyt21highstarchsetBAK2","RCBD",14
"IITA","Akure",2012,"12uyt21highstarchsetBAK3","RCBD",NA
"IITA","Akure",2012,"12uyt23highstarchsetAAK","RCBD",NA
"IITA","Akure",2012,"12uyt23highstarchsetAAK2","RCBD",NA
"IITA","Akure",2012,"12uyt23highstarchsetAAK3","RCBD",NA
"IITA","Chitala",2012,"12cet160yrtChitala","Augmented",NA
"IITA","Chitala",2012,"12cet213wrtChitala","Augmented",NA
"IITA","Chitedze",2012,"12cet231Chitedze","Augmented",NA
"IITA","Ibadan",2012,"12ClonalevaIB","Augmented",5
"IITA","Ibadan",2012,"12NCRPIB","RCBD",NA
"IITA","Ibadan",2012,"12ayt20yrtIB","RCBD",9
"IITA","Ibadan",2012,"12ayt26pdyrtIB","RCBD",10
"IITA","Ibadan",2012,"12ayt27yrtIB","RCBD",10
"IITA","Ibadan",2012,"12ayt30yrt11IB","RCBD",10
"IITA","Ibadan",2012,"12ayt32mixedIB","RCBD",10
"IITA","Ibadan",2012,"12ayt33mixedpdIB","RCBD",10
"IITA","Ibadan",2012,"12ayt35ppdIB","RCBD",5
"IITA","Ibadan",2012,"12ayt35yrt10IB","RCBD",10
"IITA","Ibadan",2012,"12ayt37mixedIB","RCBD",10
"IITA","Ibadan",2012,"12ayt39yrt12IB","RCBD",10
"IITA","Ibadan",2012,"12ayt66pdwrtIB","RCBD",10
"IITA","Ibadan",2012,"12ayt71mixedIB","RCBD",10
"IITA","Ibadan",2012,"12bioclonalpop4IB","Augmented",NA
"IITA","Ibadan",2012,"12pyt128pdIK","RCBD",5
"IITA","Ibadan",2012,"12pyt280yrtIB","RCBD",10
"IITA","Ibadan",2012,"12pyt77highTCIB","RCBD",5
"IITA","Ibadan",2012,"12pyt86yrtIB","RCBD",5
"IITA","Ibadan",2012,"12pytHS.S1IB","splitplot",NA
"IITA","Ibadan",2012,"12pytdiallelIB","RCBD",NA
"IITA","Ibadan",2012,"12uyt15yrt8AIB","RCBD",20
"IITA","Ibadan",2012,"12uyt30whtrtIB","RCBD",20
"IITA","Ikenne",2012,"12ClonalevaIK","Augmented",5
"IITA","Ikenne",2012,"12ayt30whtrtIK","RCBD",10
"IITA","Ikenne",2012,"12ayt30yrt11IK","RCBD",10
"IITA","Ikenne",2012,"12ayt35yrt10IK","RCBD",10
"IITA","Ikenne",2012,"12ayt39yrt12IK","RCBD",10
"IITA","Ikenne",2012,"12pddiallelceIK","Augmented",NA
"IITA","Ikenne",2012,"12pyt68highTCIK","RCBD",5
"IITA","Ikenne",2012,"12pytdiallelIK","RCBD",NA
"IITA","Ikenne",2012,"12uyt15yrt8AIK","RCBD",19
"IITA","Ikenne",2012,"12uyt26highstarchsetBIK","RCBD",NA
"IITA","Ikenne",2012,"12uyt26highstarchsetBIK2","RCBD",NA
"IITA","Ikenne",2012,"12uyt26highstarchsetBIK3","RCBD",NA
"IITA","Ikenne",2012,"12uyt27highstarchsetAIK","RCBD",NA
"IITA","Ikenne",2012,"12uyt27highstarchsetAIK2","RCBD",NA
"IITA","Ikenne",2012,"12uyt27highstarchsetAIK3","RCBD",NA
"IITA","Ikenne",2012,"12uyt33IK","RCBD",NA
"IITA","Ilorin",2012,"12uyt15yrt8AIL","RCBD",16
"IITA","Ilorin",2012,"12uyt22highstarchsetBIL","RCBD",NA
"IITA","Ilorin",2012,"12uyt22highstarchsetBIL2","RCBD",NA
"IITA","Ilorin",2012,"12uyt22highstarchsetBIL3","RCBD",NA
"IITA","Ilorin",2012,"12uyt23highstarchsetAIL","RCBD",NA
"IITA","Ilorin",2012,"12uyt23highstarchsetAIL2","RCBD",NA
"IITA","Ilorin",2012,"12uyt23highstarchsetAIL3","RCBD",NA
"IITA","Mokwa",2012,"12NCRP14MK","CRD",15
"IITA","Mokwa",2012,"12ayt17HighProteinMK","RCBD",NA
"IITA","Mokwa",2012,"12ayt30whrtMK","RCBD",10
"IITA","Mokwa",2012,"12ayt32yrt11MK","RCBD",10
"IITA","Mokwa",2012,"12ayt34yrt10MK","RCBD",9
"IITA","Mokwa",2012,"12ayt37mixedMK","RCBD",10
"IITA","Mokwa",2012,"12ayt39yrt12MK","RCBD",10
"IITA","Mokwa",2012,"12uyt15yrt8AMK","RCBD",19
"IITA","Mokwa",2012,"12uyt22highstarchsetBMK","RCBD",NA
"IITA","Mokwa",2012,"12uyt22highstarchsetBMK2","RCBD",NA
"IITA","Mokwa",2012,"12uyt22highstarchsetBMK3","RCBD",NA
"IITA","Mokwa",2012,"12uyt24highstarchsetAMK","RCBD",NA
"IITA","Mokwa",2012,"12uyt24highstarchsetAMK2","RCBD",NA
"IITA","Mokwa",2012,"12uyt24highstarchsetAMK3","RCBD",NA
"IITA","Mokwa",2012,"12uyt25HighDmMK","RCBD",20
"IITA","Mokwa",2012,"12uyt25sgMK","RCBD",16
"IITA","Namulonge",2012,"12AYT13NM","RCBD",9
"IITA","Namulonge",2012,"12PYT23NM","RCBD",15
"IITA","Namulonge",2012,"12UYT09yrtNM","RCBD",19
"IITA","Namulonge",2012,"12UYT16whtflshNM","RCBD",22
"IITA","Namulonge",2012,"12UYT23NM","RCBD",NA
"IITA","Serere",2012,"12AYT13SR","RCBD",9
"IITA","Serere",2012,"12CET123SR","Augmented",5
"IITA","Serere",2012,"12PYT18SR","RCBD",5
"IITA","Serere",2012,"12UYT09whtflshSR","RCBD",20
"IITA","Serere",2012,"12UYT20SR","RCBD",20
"IITA","Serere",2012,"12UYTyrt06SR","RCBD",20
"IITA","Ubiaja",2012,"12ClonalevaIUB","Augmented",NA
"IITA","Ubiaja",2012,"12ayt20yrtUB","RCBD",9
"IITA","Ubiaja",2012,"12ayt27yrtUB","RCBD",10
"IITA","Ubiaja",2012,"12ayt30whtrtUB","RCBD",10
"IITA","Ubiaja",2012,"12ayt30yrt11UB","RCBD",10
"IITA","Ubiaja",2012,"12ayt32mixedUB","RCBD",10
"IITA","Ubiaja",2012,"12ayt33pdUB","RCBD",10
"IITA","Ubiaja",2012,"12ayt33yrt10UB","RCBD",10
"IITA","Ubiaja",2012,"12ayt37mixedUB","RCBD",10
"IITA","Ubiaja",2012,"12ayt39yrt10UB","RCBD",10
"IITA","Ubiaja",2012,"12geneticgainUB","RCBD",6
"IITA","Ubiaja",2012,"12geneticstockcrossnblkUB","Augmented",NA
"IITA","Ubiaja",2012,"12uyt15yrt8AUB","CRD",20
"IITA","Ubiaja",2012,"12uyt26highstarchsetBUB","RCBD",NA
"IITA","Ubiaja",2012,"12uyt26highstarchsetBUB2","RCBD",NA
"IITA","Ubiaja",2012,"12uyt26highstarchsetBUB3","RCBD",NA
"IITA","Ubiaja",2012,"12uyt27highstarchsetAUB","RCBD",NA
"IITA","Ubiaja",2012,"12uyt27highstarchsetAUB2","RCBD",NA
"IITA","Ubiaja",2012,"12uyt27highstarchsetAUB3","RCBD",NA
"IITA","Warri",2012,"12ayt11HighProteinWR","RCBD",10
"IITA","Warri",2012,"12ayt15yrt8AWR","RCBD",10
"IITA","Warri",2012,"12ayt25HighDmWR","RCBD",10
"IITA","Warri",2012,"12ayt29yrt11WR","RCBD",10
"IITA","Warri",2012,"12ayt33yrt10WR","RCBD",10
"IITA","Warri",2012,"12ayt33yrt12WR","RCBD",10
"IITA","Warri",2012,"12ayt37mixedWR","RCBD",10
"IITA","Warri",2012,"12uyt25highstarchsetBWR","RCBD",NA
"IITA","Warri",2012,"12uyt25highstarchsetBWR2","RCBD",NA
"IITA","Warri",2012,"12uyt25highstarchsetBWR3","RCBD",NA
"IITA","Warri",2012,"12uyt27highstarchsetAWR","RCBD",NA
"IITA","Warri",2012,"12uyt27highstarchsetAWR2","RCBD",NA
"IITA","Warri",2012,"12uyt27highstarchsetAWR3","RCBD",NA
"IITA","Zaria",2012,"12ClonalevaZA","Augmented",5
"IITA","Zaria",2012,"12ayt11yrtZa","RCBD",10
"IITA","Zaria",2012,"12ayt21whrtZa","RCBD",10
"IITA","Zaria",2012,"12ayt31yrt11Za","RCBD",10
"IITA","Zaria",2012,"12ayt35yrt10Za","RCBD",10
"IITA","Zaria",2012,"12ayt37mixedZa","RCBD",10
"IITA","Zaria",2012,"12ayt39yrt12Za","RCBD",10
"IITA","Zaria",2012,"12pyt24HighTCZa","RCBD",5
"IITA","Zaria",2012,"12uyt15yrt8AZa","RCBD",19
"IITA","Abuja",2013,"13uyt30whtrtZA","RCBD",21
"IITA","Ibadan",2013,"13.GS.C0.PYT.125.IB","RCBD",20
"IITA","Ibadan",2013,"13.GS.C0.PYT.88.IB","RCBD",NA
"IITA","Ibadan",2013,"13.GS.C0.PYT.88.IK","RCBD",NA
"IITA","Ibadan",2013,"13.GS.C1.CE.864.IB","Augmented",13
"IITA","Ibadan",2013,"13Ayt16HighFlowerIB","RCBD",NA
"IITA","Ibadan",2013,"13Ayt16ICTIB","RCBD",10
"IITA","Ibadan",2013,"13NEXTgenC0IB","RCBD",20
"IITA","Ibadan",2013,"13NextTGenungenoclonalevalIB","Augmented",10
"IITA","Ibadan",2013,"13ayt20pdIB","RCBD",10
"IITA","Ibadan",2013,"13ayt20pdwhtrtIB","RCBD",10
"IITA","Ibadan",2013,"13ayt20pdyrtIB","RCBD",10
"IITA","Ibadan",2013,"13ayt21highTCIB","RCBD",10
"IITA","Ibadan",2013,"13ayt24ppdIB","RCBD",20
"IITA","Ibadan",2013,"13ayt24yrtIB","RCBD",10
"IITA","Ibadan",2013,"13ayt45yrtIB","RCBD",20
"IITA","Ibadan",2013,"13cetstaygreenIB","Augmented",NA
"IITA","Ibadan",2013,"13clonalevalLeafRetentionIB","Augmented",33
"IITA","Ibadan",2013,"13clonalevalhighDMIB","Augmented",NA
"IITA","Ibadan",2013,"13clonalevalhighTCIB","Augmented",5
"IITA","Ibadan",2013,"13geneticgainIB","Augmented",10
"IITA","Ibadan",2013,"13pyt20yrtIB","RCBD",19
"IITA","Ibadan",2013,"13pyt24IB","RCBD",NA
"IITA","Ibadan",2013,"13pyt28highflowerIB","RCBD",NA
"IITA","Ibadan",2013,"13pyt78highDMIB","RCBD",10
"IITA","Ibadan",2013,"13pyt99highTCIB","RCBD",10
"IITA","Ibadan",2013,"13pytdiallelIB","RCBD",5
"IITA","Ibadan",2013,"13uyt15yrt8AIB","RCBD",20
"IITA","Ibadan",2013,"13uyt20mixedIB","RCBD",16
"IITA","Ibadan",2013,"13uyt30whtrtIB","RCBD",20
"IITA","Ibadan",2013,"13uyt30yrtIB","RCBD",NA
"IITA","Ibadan",2013,"13uyt30yrtIBA","RCBD",21
"IITA","Ibadan",2013,"13uyt32pdIB","RCBD",19
"IITA","Ikenne",2013,"13.GS.C0.PYT132.Ik","RCBD",20
"IITA","Ikenne",2013,"13.GS.C1.CE.855.IK","Augmented",5
"IITA","Ikenne",2013,"13Ayt15HtcIK","RCBD",10
"IITA","Ikenne",2013,"13Ayt17HtcIK","RCBD",10
"IITA","Ikenne",2013,"13Ayt23HtcIK","RCBD",10
"IITA","Ikenne",2013,"13Ayt23PdIK","RCBD",10
"IITA","Ikenne",2013,"13Ayt24YrtIK","RCBD",10
"IITA","Ikenne",2013,"13NEXTgenC0IK","RCBD",20
"IITA","Ikenne",2013,"13Pyt36YrtIK","RCBD",10
"IITA","Ikenne",2013,"13Pyt65Ik","RCBD",10
"IITA","Ikenne",2013,"13Uyt10HtcIK","RCBD",20
"IITA","Ikenne",2013,"13Uyt15yrt8AIK","RCBD",20
"IITA","Ikenne",2013,"13uyt30whrtIK","RCBD",20
"IITA","Ikenne",2013,"13uyt30yrtIK","RCBD",20
"IITA","Ilorin",2013,"13uyt15yrt8AIL","RCBD",19
